Lithic ID,TA,Main,,,,Metrics,,,,,,,Implement Description,,,,,,,,,,,,,,Platform Typology,Removal blank,Core Typology,Termination,Comments,Photo Number,Sketch Number
,,Raw Material,Colour/Grain/Opacity,Pattern,Cortex (%),Weight (g),Length (mm),Width (mm),Thickness (mm),Bulb Thickness (mm),Platform Thickness (mm),platform Length (mm),Eraillure,Typology,Utilization,Retouch,Retouch Position,Retouch Localization,Retouch Distribution,Retouch Intensity,Retouch ANGLE,RETOUCH MORPHOLOGY,SHINE,Blank,Breakage,Num of Scars on Cores,,,,,,,
2603,,,,,,,19.8,6.9,1.4,,,,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2408,125,,,,,,67,13,3.5,,,,,,1,,1,direct,left,partial,short,semi-abrupt,sub-parallel,1,bladelet,,,removed,,,,,
2416,,,,,,,37.7,13,3.2,,3.6,0.6,,,1,,,,,,,,,1,bladelet-pro,,,linear,,,,adhesive,
2409,,,,,,,40.8,13.2,4.3,,,,,,1,,,,,,,,,1,bladelet-pro,,,linear,,,,thermal effect,
2422,,,,,,,30.5,11,3.9,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2407,,,,,,,43.5,10.3,3.4,,,,,,,,1,inverse,right,partial,short,low,,1,bladelet-med,,,,,,,adhesive,
2410,,,,,,,52,13.3,4.8,,5.3,1.3,,,1,,,,,,,,,1,bladelet-pro,,,linear,,,,,
2421,,,,,,,20.3,10.5,1.9,,,,,,1,,,,,,,,,1,bladelet-med,,,,,,,,
2415,,,,,,,38.3,10.7,2.8,,,,,,1,,,,,,,,,1,bladelet-med,,,,,,,,
2417,,,,,,,24.7,9.4,2.3,2.5,3,1.1,,,,,,,,,,,,,bladelet-pro,,,linera,,,,,
2412,,,,,,,39,12.5,2.3,,,,,,1,,,,,,,,,1,bladelet-pro,,,linear,,,,,
2411,,,,,,,29.5,10.1,3,,,,,,,,1,inverse,right-left,continous,short,low,sub-parallel,1,bladelet-pro,,,punctiform,,,,,
2414,,,,,,,37.7,13.7,3.7,,,,,,1,,,,,,,,,1,bladelet-pro,,,linear,,,,,
2418,,,,,,,26,13.4,3.2,,,,,,1,,,,,,,,,1,bladelet-med,,,,,,,adhesive,
2413,,,,,,,28,14,3.9,,,,,,,,1,inverse,right-left,partial-discontinous,short,low,?,1,bladelet-med,,,,,,,,
2420,,,,,,,20.6,9.6,2.4,,,,,,1,,1,inverse,left,continous,short,semi-abrupt,sub-parallel,1,bladelet-pro,,,,,,,,
2419,,,,,,,28,11,4.5,,,,,,1,,,,,,,,,,bladelet-pro,,,,,,,,
2451,,,,,,,22.5,9.8,2.4,,,,,,1,,,,,,,,,,bladelet-dis,,,,,,,burnt,
2453,,,,,,,36,11,3.7,,,,,,,,1,inverse,right,partial,short,low,sub-parallel,,bladelet-pro,,,,,,,,
2442,,,,,,,34,12,3.4,,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2454,,,,,,,30.6,8,6,,12.2,6.1,,drill,,,1,direct,right-left,partial,short,abrupt,sub-parallel,,bladelet-pro,,,plain,,,,,
2428,,,,,,,42,9.5,3.5,,4,3.5,,,1,,,,,,,,,,bladelet-pro,,,plain,,,,,
2458,,,,,,,40,13.3,4.6,,,,,denticulate,,1,1,alternatinig,right-left,continous,short,low,sub-parallel,,bladelt-dis,,,,,,,,
2456,,,,,,,43,11.5,2.6,,,,,,1,1,,inverse,,,,abrupt,,,bladelet-med,,,,,,,,
2469,,,,,,,21,8.4,4.5,,,,,,,,1,direct,right-left,continous,short,semi-abrupt,scaled,,,,,,,,,,
2439,,,,,,,30.5,8.6,2.3,,,,,point?/broken drill,1,,1,direct,convergent,,,,,,bladelet-med,,,,,,,,
2436,,,,,,,31.7,8.5,3.7,,,,,denticulate,,,1,direct,right-left-dis,continous,short,semi-abrupt,sub-parallel,,bladelet-dis,,,,,,,,
2446,,,,,,,26,12.3,3.1,,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2443,,,,,,,21.7,11.6,2.1,,,,,denticulate,,,1,direct,,continous,,semi-abrupt,,,bladelet-med,,,,,,,,
2433,,,,,,,26,13.7,2.5,,,,,,,,,,,,,,,,blade-dis,,,,,,,,
2438,,,,,,,24.4,10.5,2.5,,,,,,1,,,,,,,,,,bladelet-dis,,,,,,,,
2447,,,,,,,48.6,9.7,3.7,,,,,,1,,,,,,,,,,bladelet-dis,,,,,,,,
2425,,,,,,,34,12.5,3,,,,,,,1,,,,,,,,,bladelet-dis,,,,,,,,
2431,,,,,,,39.5,11,4,,3,1.1,,,1,,1,direct,left,partila,short,low,sub-parallel,,bladelet,,,linear,,,,,
2427,,,,,,,35,11,2.1,,,,,broken drill?,,,1,direct,left-right,partial,short,abrupt,sub-parallel,,bladelet-pro,,,linear,,,,,
2455,,,,,,,30,10.4,2.3,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2444,,,,,,,28.9,8.5,4,,,,,,,,1,direct,right,partial,short,low,sub-parallel,,bladelet-dis,,,,,,,,
2424,,,,,,,38.5,13.4,4.7,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,calsit,
2480,,,,,,,25.5,9.5,1.7,,,,,drill,,,1,direct,left-right,partila,short,abrupt,sub-parallel,,bladelet-dis,,,,,,,,
2440,,,,,,,31.3,10.7,2.8,,,,,denticulate,,1,1,direct,left-right,partila,short,semi-abrupt,,,bladelet-pro,,,linear,,,,,
2437,,,,,,,17.4,8.2,2.8,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2457,,,,,,,28.9,9.5,3.8,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2459,,,,,,,29.8,9.6,3,,,,,partialy serrated,,,1,inverse,,,,,,,bladelet-pro,,,linear,,,,adhesive,
2402,,,,,,,44,26,11,,,,,,,,1,direct,left-right,partial,short,low,sub-parallel,,blade,,,plain,,,,point of percussion,
2399,,,,,20,,48.2,27,8.6,,,,,naturally backed,1,,,,,,,,,,blade-dis,,,,,,,,
2360,,,,,,,36,32,9.8,,,,,,,,,,,,,,,,flake-pro,,,faceted,,,,,
2356,,,,,,,51.8,45.2,40.6,41.8,54,35.2,,notch,,,1,direct,left-right,continous,short,low,sub-parallel,,flake ,,,plain,,,,,
2400,,,,,,,63.7,58.8,36.6,,51,39,,transverse scraper,,,1,direct,left-right,continous,dis-left-prox,abrupt,,,flake,,,plain,,,,,
2374,,,,,,,29.7,21.7,5.5,5.6,8.8,2.8,1,notch,,,1,direct,right-dis,discontinous,right-dis,low,sub-parallel,,flake,,,plain,,,,recycled,
2357,,,,,,,31.8,22.4,6.1,6.5,,,,,,,,,,,,,,,blade-pro,,,faceted,,,,,
2392,,,,,,,18.5,15.6,4.1,,,,,,,,1,direct,mesial,,mesial,semi-abrupt,sub-parallel,,flake-med,1,,,,,,siret,
2362,,,,,,,41.8,35,10.5,,,,,core rejuvention flake,1,,,,,,,,,,flake,,,cortical,,,,,
2377,,,,,50,,47,39,12.5,,,,,primary flake,,,,,,,,,,,flake-dis,,,,,,,,
2406,,,,,30,,45.4,17.9,,,,,,naturaly backed,1,,,,,,,,,,blade,,,cortical,,,,,
2376,,,,,,,26.7,23.4,4.8,,16.3,3.2,,awl-notch,,,1,direct,mesial,partial,short,abrupt,sub-parallel,,flake,,,plain,,,,,
2370,,,,,5,,43,21,5.6,,8,5,,,1,,,,,,,,,,blade,,,cortical.natural,,,,,
2359,,,,,,,30,46.2,9,13,10.2,6.9,,psedu levalois,1,,,,,,,,,,flake,,,palin,,,,,
2373,,,,,,,36.4,28.2,14.5, ,26.5,12,,,,,,,,,,,,,blade,,,plain,,,,,
2387,,,,,,,24.3,17,6.7,,,,,awl,,,1,alternating,left-right-dis,continous,short,low,sub-parallel,,flake-dis,,,,,,,,
2401,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,
2332,,,,,,,48.4,22.1,11.3,,10,5,,,,,,,,,,,,,flake-blade,,,plain,,,,,
2372,,,,,10,,39.3,33,9.5,,,,,,,,,,,,,,,,flake ,,,?,,,,,
2393,,,,,,,38.4,14,8.9,,,,,naturaly backed,,,,,,,,,,,blade,,,cortical.natural,,,,,
2381,,,,,,,28.5,10.5,4.4,,,,,notch ,,1,,,,,,,,,bladelet-med,,,,,,,,
2369,,,,,,,26,16,7.7,,,,,,,,,,,,,,,,flake-med,,,,,,,,
2394,,,,,,,21,13,3.8,,,,,notch,,1,1,direct,left,continous,short,low,sub-parallel,,flake-dis,,,,,,,,
2384,,,,,,,21.4,13,7.3,,,,,,,,,,,,,,,,flake-med,,,,,,,,
2380,,,,,,,23.8,16.5,5.8,6.2,6,3,1,,,,1,alternating,left,partial,short,low,sub-parallel,,flake,,,plain,,,,,
2397,,,,,,,27,13.7,5.8,,,,,alternating denticulate,,1,,,,,,,,,blade-dis,,,,,,,,
2379,,,,,30,,28,18,7,,7.3,5.2,,,,,1,direct,right,discontinous,short,low,sub-parallel,,flake,,,plain,,,,,
2383,,,,,20,,18.4,15,6.6,,11,6.5,,,,1,,,,,,,,,flake,,,plain,,,,,
2405,,,,,,,28,37,8.6,,19.5,5.2,,,,,,,,,,,,,flake-pro,,,palin,,,,,
2364,,,,,,,25.8,13.7,5.8,,,,,,1,,,,,,,,,,flake-blade,,,punctiform,,,,,
2375,,,,,5,,33.5,15,5.5,6.5,5.6,3.7,,,1,,,,,,,,,,blade,,,palin,,,,,
2365,,,,,,,15.6,19.7,4.1,,,,,,1,,,,,,,,,,flake-dis,,,,,,,,
2404,,,,,,,19.9,23.4,6.7,,,,,,,,,,,,,,,,flake-med,,,,,,,,
2395,,,,,,,17.5,15.2,5.5,,,,,,,,1,direct,mesial,partial,long,semi-abrupt,parallel,,flake-med,,,,,,,,
2361,,,,,,,24.4,14.9,8,,,,,,1,,,,,,,,,,blade-med,,,,,,,,
2391,,,,,,,17,15,5.2,,,,,,,,1,direct,dis,continous,short,low,scaled,,flake-med,,,,,,,,
2391,,,,,,,23.4,9.2,3.3,,,,,,1,,,,,,,,,,bladelet ,,,linear,,,,,
2300,158,,,,5,,62.4,21.3,19.5,,11.5,5.2,,used core fragment,1,,,,,,,,,,blade,,,plain,,,,,
2304,,,,,40,,32,31,15.6,,,,,multidirectional microflake core,,,,,,,,,,,,,,,,,,,
2324,,,,,,,36.4,21,28,,,,,pyramidal bladelet core,,,,,,,,,,,,,,,,,,,
2306,,,,,,,27.4,23.4,,,,,,pyramidal bladelet core,,,,,,,,,,,,,,,,,,unifacila,
2317,,,,,,,40,19,33,,,,,mixed pyramidal core,,,,,,,,,,,,,,,,,,,
2318,,,,,,,18.5,17.4,,,,,,pyramidal bladelet core,,,,,,,,,,,,,,,,,,semi-unifacial,
2327,,,,,,,28.5,21,,,,,,pyramidal bladelet core,,,,,,,,,,,,,,,,,,unifacial,
2320,,,,,,,71,25,18,,16,4,,used bladecore fragment,1,,,,,,,,,,blade,,,plain,,,,,
2313,,,,,,,27,23,,,,,,multidirectional  bladelet core fragment,,,,,,,,,,,flake,,,faceted???,,,,,
2315,,,,,10,,28.5,18,,,,,,unidirectional bladelet core.cylinder,,,,,,,,,,,,,,,,,,,
2301,,,,,20,,39.5,26,,,,,,pyrymedal mixed core,,,,,,,,,,,,,,,,,,,
2326,,,,,,,34.8,8,,,,,,bullet core,,,,,,,,,,,,1,,,,,,,
2323,,,,,,,19.8,10.2,,,,,,pyramedial /bullet core,,,,,,,,,,,,,,,,,,,
2312,,,,,,,22.5,16.6,6.5,,,,,core fragent,,,,,,,,,,,blade-pro,,,plain,,,,,
2319,,,,,10,,35,19.4,,,,,,pyramedial bladelet core fragment,,,,,,,,,,,,,,,,,,,
2302,,,,,15,,48.4,38,17.7,,,,,unidirectional bladelet core fragment,,,,,,,,,,,,,,,,,,,
2307,,,,,,,27.3,22,6.7,,,,,core rejuvention tablet,,,,,,,,,,,flake,,,plain,,,,,
2321,,,,,30,,28.5,18.4,,,,,,unifacial unidirectional bladelet core,,,,,,,,,,,,,,,,,,,
2325,,,,,10,,44.5,33.4,,,,,,unidirectional blade core,,,,,,,,,,,,,,,,,,non standard,
2309,,,,,,,44.5,23.4,,,,,,pyramidal bladelet core fragment,,,1,direct,mesial,partial,short,low,scaled,,,,,patination.recycled,,,,,
2316,,,,,,,41,31,21,,5.7,3.2,,core rejuvention?,,,,,,,,,,,flake,,,punctiform,,,,,
2308,,,,,,,28,29,13.6,,,,,core side rejuvention,,,,,,,,,,,,,,,,,,,
2689,125,,,,,,63.5,13,4.5,,6.7,1.5,,,,,,,,,,,,,blade,,,linear,,,,,
2663,,,,,,,28.8,10.7,2,2.4,4.5,0.7,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2687,,,,,,,46,11.8,2.6,2.2,2.4,0.5,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2768,,,,,,,34.5,9,2,,3,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2605,,,,,,,56,13,4.6,,3,1,,,,,,,,,,,,,blade,,,linear,,,,,
2691,,,,,,,23,14,1.6,,,,,,,,,,,,,,,,blade-pro,,,broken,,,,,
2756,,,,,,,46,12.6,4.6,,,,,flat burin? Point?,1,,,,,,,,,,bladel-dis,,,,,,,,
2755,,,,,,,22.7,16.8,,,,,,,,,,,,,,,,,blade-med,,,,,,,,
2699,,,,,,,23,10.5,3.3,,6.3,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,adhesive,
2692,,,,,,,26.3,11,1.9,,,,,,,,,,,,,,,,bladelet-pro,,,broken,,,,,
2693,,,,,,,22.7,14,3.3,,,,,,,,,,,,,,,,blade-med,,,,,,,thermal effect,
2621,,,,,,,23,11.4,2.3,,,,,burin?,,,,,,,,,,,bladelet-pro,,,?,,,,,
2667,,,,,,,30,13.6,3.2,,,,,microburin?,1,,1,,,,,,,,blade-med,,,,,,,,
2675,,,,,,,16,11,2.5,,3.5,0.8,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2716,,,,,,,30,6.5,1.5,,2.5,0.4,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2823,,,,,,,24,8.4,3,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2700,,,,,,,31,10,2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2721,,,,,,,16.5,9.2,1.6,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2652,,,,,,,41.3,12,2.2,,1.8,0.7,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2780,,,,,,,45.5,14,3.3,3.4,4.8,1,,notch,1,1,,,,,,,,,blade-pro,,,linear,,,,lip,
2811,,,,,,,35,12,3.3,,4.8,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2695,,,,,,,32,10,2.9,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2615,,,,,,,29.7,13.7,3.1,,,,,,1,,,,,,,,,,blade-med,,,,,,,patinated,
2731,,,,,,,38.4,11.8,2.1,2.5,2.4,0.7,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2715,,,,,,,41,11,3,,3.8,0.9,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2737,,,,,,,19.7,7.7,1.1,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2670,,,,,,,19.8,9.6,4.9,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,thermal effect,
2701,,,,,,,34.5,10,2.8,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2653,,,,,,,29.7,11,2.6,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2658,,,,,,,41,12.4,2.8,,2.5,1.5,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2754,,,,,,,22,11.5,3.2,,,,,,,,,,,,,,,,bladelet-med,,,,,,,patinated,
2766,,,,,,,31.7,9.1,2.1,,3,0.8,,,1,,,,,,,,,,bladelet,,,linear,,,,,
2745,,,,,,,20.2,11.6,3.6,,,,,burin?,1,,,,,,,,,,bladelet-med,,,,,,,,
2629,,,,,,,21.3,14.5,4.3,,,,,,,,,,,,,,,,blade-med,,,,,,,,
2635,,,,,,,26,12,1.5,,,,,,1,,,,,,,,,,blade-dis,,,,,,,,
2659,,,,,,,25,11.2,3.1,3.4,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2623,,,,,,,23.5,11,2.7,3,5.2,1.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,lip,
2671,,,,,,,26.3,9,2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2759,,,,,,,38,10.4,2.4,,4.5,0.7,1,,,,,,,,,,,,bladelet,,,linear,,,,,
2748,,,,,,,27.5,12.5,2.8,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2690,,,,,,,53,15.4,3,,3.5,0.4,,,,,,,,,,,,,blade,,,linear,,,,,
2740,,,,,,,25,10,2.6,2.9,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2647,,,,,,,32.4,9.4,2.4,,,,,,,,,,,,,,,,bladelet-pro,,,broken,,,,,
2792,,,,,,,18.3,12.3,2.1,2.6,2.4,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,lip,
2680,,,,,,,23.3,9.5,1.3,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2703,,,,,,,29.5,11.8,2.6,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2616,,,,,,,23,11.2,2.4,2.6,3.4,1.1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,lip,
2623,,,,,,,26,11,2.5,,2.9,1.3,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2606,,,,,,,33,11.4,3.3,,,,,,1,,,,,,,,,,bladelet-pro,,,partialy broken,,,,,
2805,,,,,,,43,12.2,3.4,,,,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2718,,,,,,,35.2,8.5,3,,2.8,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2772,,,,,,,35.8,8.4,2.4,,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2648,,,,,10,,64,14.5,3.4,,6.4,1.4,,,1,,,,,,,,,,blade,,,linear,,,,lip,
2789,,,,,,,20,12,2.4,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2630,,,,,,,30,12.2,2.8,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2656,,,,,,,19.2,12.4,3.5,,,,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2750,,,,,,,19,9.5,2.5,,4.5,1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2684,,,,,,,56,14,13,,3.9,1.3,,,,,,,,,,,,,bladelet,,,linear,,,,,
2619,,,,,,,19,12,3,,3,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,lip,
2722,,,,,,,28.7,12.1,3,,4.2,1.6,,,,,,,,,,,,,bladelet-pro,,,plain,,,,,
2660,,,,,,,29,6.7,1.9,,,,,,,,,,,,,,,,bladelet,,,punctiform,,,,,
2624,,,,,,,30,11,4.1,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2674,,,,,,,29.6,7.3,1.3,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2815,,,,,,,13,11.1,2.7,,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,thermal effect,
2661,,,,,,,36,9.6,2.9,3.1,4.7,1.6,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2723,,,,,,,25,11.4,2.4,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2610,,,,,,,27.6,15,3.3,3.9,5.8,2,,,1,,,,,,,,,,blade-pro,,,dihedral,,,,lip,
2648,,,,,,,20,12.2,2.4,2.9,,,,,,,1,direct,left,partial,short,low,sub-parallel,,bladelet-pro,,,punctiform,,,,,
2779,,,,,,,37.2,7.4,2.1,,3.6,1.1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2733,,,,,,,23.6,13,2.9,,6.9,2.1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2639,,,,,,,21,10.5,2.1,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2709,,,,,,,28.4,8.2,1.4,,,,,,,,,,,,,,,,bladelet-pro,,,broken,,,,,
2646,,,,,,,26,9.8,2.1,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2741,,,,,,,31,6.5,1.8,2,3.8,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2650,,,,,,,21.4,10,3.7,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2825,,,,,,,12.3,12.2,2.6,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2649,,,,,,,20.6,9.4,1.6,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2796,,,,,,,19.5,7,3.3,,4.8,1.9,,,,,,,,,,,,,bladelet-pro,,,plain,,,,,
2762,,,,,,,21,15,3.7,,,,,,1,,,,,,,,,,blade-med,,,,,,,,
2798,,,,,,,18.5,6.2,1.2,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2680,,,,,,,30.3,8.1,3.2,,,,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2784,,,,,,,30.8,7.8,2,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2708,,,,,,,19.2,9,3,,,,,,,,,,,,,,,,bladelet-pro,,,broken,,,,,
2678,,,,,,,16.5,9.7,1.4,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2655,,,,,,,22.2,5.7,1.8,,2.7,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2628,,,,,,,26.2,7.8,2.1,2.4,3,1.1,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2764,,,,,,,22.2,9.1,1.9,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2668,,,,,,,24.7,11.8,2.2,,3.2,0.7,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2743,,,,,,,17.6,8.5,1.3,1.7,2.7,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2697,,,,,,,17,9,2.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2770,,,,,25,,16.4,10,3.7,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2637,,,,,,,32.8,13.2,3.4,,5.4,0.4,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2717,,,,,,,27.5,10,1.5,,5.2,0.8,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2819,,,,,,,34.5,8,1.4,2.1,,,,,1,,,,,,,,,,bladelet-pro,,,crushed?,,,,,
2676,,,,,,,30.2,10.1,2.7,,2.5,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2820,,,,,,,16.2,7.5,1.3,1.4,3.1,1,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2806,,,,,,,42.4,8.8,1.6,,3.4,1,,,,,,,,,,,,,bladelet,,,linear,,,,,
2641,,,,,,,56,10.6,2.4,2.8,3.8,0.8,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,fossil,
2698,,,,,,,26,9.3,3,,,,,,1,,,,,,,,,,bladelet-dis,,,,,,,,
2620,,,,,5,,13.3,14.2,4.3,,,,,,,,,,,,,,,,blade-med,,,,,,,,
2707,,,,,,,17.6,8.7,1.4,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2625,,,,,,,24.7,11,1.9,2.2,2.2,0.4,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2638,,,,,,,20.6,10.6,3.4,,,,,,1,,,,,,,,,,bladelet-dis,,,,,,,,
2724,,,,,,,24.2,10.8,3.1,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2642,,,,,,,37,8.9,1.5,,5.2,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2682,,,,,,,31.5,10.8,3.4,,4.3,1.3,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2632,,,,,,,35.3,10.8,3,,,,,,1,,,,,,,,,,bladelet-dis,,,,,,,,
2776,,,,,,,26,11.7,3.1,,,,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2800,,,,,,,33.3,10.6,5.2,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2801,,,,,,,29.5,12.6,2.5,2.8,4.5,0.9,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2631,,,,,,,29.5,8.2,2.1,,,,,,1,,,,,,,,,,bladelet-is,,,,,,,,
2624,,,,,,,15.2,10,1.9,,,,,,1,,,,,,,,,,bladelet-med,,,,,,,,
2609,,,,,,,28.3,13,4.1,,2.5,1.5,,inverse notch,1,1,,,,,,,,,bladele-pro,,,punctiform,,,,,
2726,,,,,,,15.8,7.2,1.5,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2795,,,,,,,17.9,9.7,2.5,,3.8,0.6,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2720,,,,,,,20,7.7,2.6,,2.8,0.9,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2782,,,,,,,35.5,8.6,1.9,2.3,2.3,1.3,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2694,,,,,5,,31,11,1.9,,,,,,,,1,alternating,left,partial,short,low,sub-parallel,,bladelet-dis,,,,,,,,
2654,,,,,5,,21.5,7.5,1.3,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2612,,,,,,,21.3,11.6,2,2.2,,,,,,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2783,,,,,,,18,9.3,3.2,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2730,,,,,,,26.7,7.3,3.3,,,,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2726,,,,,,,26.3,10,1.7,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2651,,,,,25,,38,8.9,5.1,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2803,,,,,,,30.8,10.5,3,,3.9,1.3,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2710,,,,,,,39.2,9.1,2.3,,3.3,0.6,,,1,,,,,,,,,,bladelet-pro,,,linear,,,,,
2662,,,,,,,27.2,9.5,2.7,,3.9,1.2,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2611,,,,,,,16.6,11.3,2.3,,11.1,0.6,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2816,,,,,,,23.1,9.3,2.8,,2.3,1.9,,,1,,,,,,,,,,bladelet-pro,,,punctiform,,,,,
2799,,,,,,,29.7,6.2,1,,2,0.9,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2758,,,,,,,27.6,8.4,1.4,,2.8,0.7,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2729,,,,,50,,43.7,14,3,,,,,primary blade,,,,,,,,,,,blade-med,,,,,,,,
2719,,,,,,,36.5,9.5,1.9,2.3,,,,,1,,,,,,,,,,bladelet-pro,,,broken,,,,,
2712,,,,,,,29.2,12.8,2.5,,,,,,,,,,,,,,,,bladelet-dis,,,,,,,,
2777,,,,,,,27.4,9,2.2,,,,,,,,,,,,,,,,bladelet-pro,,,crushed,,,,burnt thermal effect,
2713,,,,,,,21,11,2.6,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
2790,,,,,,,32,7.7,1.5,1.7,2.8,1.2,,,,,,,,,,,,,bladelet,,,dihedral,,,,,
2778,,,,,,,26.5,9.7,2.3,,,,,,1,,,,,,,,,,bladelet-pro,,,,,,,,
2788,,,,,,,31,11.7,2.3,2.4,2.3,0.5,,,,,,,,,,,,,bladelet-pro,,,linear,,,,,
2739,,,,,,,32,11,2.2,,,,,,,,,,,,,,,,bladelet-med,,,,,,,,
